Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-003028335-protein4016.fasta	GCF_003028335	NZ_CP028162.1	4376178	4376604	4016	YCII domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BF63
GCF-003073735-protein7489.fasta	GCF_003073735	NZ_CP029088.1	1524521	1525127	7489	2-hydroxychromene-2-carboxylate isomerase	http://purl.uniprot.org/uniprot/A0A2U2Y2F5
GCF-001293085-protein6919.fasta	GCF_001293085	NZ_CP012679.1	1242210	1243056	6919	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2K4XUB1
GCF-002968695-protein12465.fasta	GCF_002968695	NZ_CP027174.1	6362808	6364452	12465	(2,3-dihydroxybenzoyl)adenylate synthase	http://purl.uniprot.org/uniparc/UPI00036E17CF
GCF-003052005-protein8690.fasta	GCF_003052005	NZ_CP028584.2	2435232	2435826	8690	Lysine exporter protein LysE/YggA	http://purl.uniprot.org/uniprot/A0A157WKD6
GCF-003073735-protein7154.fasta	GCF_003073735	NZ_CP029088.1	1170519	1170726	7154	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A335PUL1
GCF-001547955-protein11580.fasta	GCF_001547955	NZ_AP014651.1	5713388	5714441	11580		
GCF-003028335-protein4389.fasta	GCF_003028335	NZ_CP028162.1	4768065	4768971	4389	2-aminobenzoylacetyl-CoA thioesterase	http://purl.uniprot.org/uniprot/P20581
GCF-000284555-protein5334.fasta	GCF_000284555	NC_017549.1	5828037	5830338	5334	DDE-type integrase/transposase/recombinase	http://purl.uniprot.org/uniparc/UPI00022AAE6E
GCF-003571505-protein10064.fasta	GCF_003571505	NZ_CP012901.1	3838824	3839508	10064		
GCF-003073735-protein11413.fasta	GCF_003073735	NZ_CP029088.1	5802346	5802607	11413	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A157WNK6
GCF-002812825-protein7967.fasta	GCF_002812825	NZ_CP025049.1	2111431	2111650	7967	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485E651
GCF-002968695-protein9278.fasta	GCF_002968695	NZ_CP027174.1	2889903	2891319	9278	glycerol kinase	http://purl.uniprot.org/uniparc/UPI0002B59609
GCF-003073695-protein5033.fasta	GCF_003073695	NZ_CP029093.1	5453216	5453774	5033	ANK_REP_REGION domain-containing protein	http://purl.uniprot.org/uniprot/A6VBZ9
GCF-000508765-protein3873.fasta	GCF_000508765	NC_023066.1	4200496	4202398	3873	Sensor histidine kinase	http://purl.uniprot.org/uniprot/A0A2V2T884
GCF-000829885-protein8871.fasta	GCF_000829885	NZ_CP010555.1	2848849	2849233	8871	Conjugal transfer protein TrbC	http://purl.uniprot.org/uniprot/A0A0F6UA63
GCF-002997005-protein4516.fasta	GCF_002997005	NZ_CP027538.1	4903038	4904268	4516	Salicylate hydroxylase	http://purl.uniprot.org/uniprot/A0A0C6F3G1
GCF-900185255-protein10483.fasta	GCF_900185255	NZ_LT883143.1	5219258	5219957	10483	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485HN10
GCF-002968695-protein10949.fasta	GCF_002968695	NZ_CP027174.1	4673819	4675136	10949	MFS transporter	http://purl.uniprot.org/uniparc/UPI00053E6F7F
GCF-000017205-protein7924.fasta	GCF_000017205	NC_009656.1	2187443	2189006	7924	Carbohydrate kinase	http://purl.uniprot.org/uniprot/A0A086BZY5
GCF-000510305-protein8212.fasta	GCF_000510305	NC_023149.1	2393117	2394095	8212	LysR family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0003BB1388
GCF-000226155-protein7385.fasta	GCF_000226155	NC_017548.1	1453463	1454438	7385	Phage integrase family protein	http://purl.uniprot.org/uniprot/A0A485E4R6
GCF-003028335-protein2245.fasta	GCF_003028335	NZ_CP028162.1	2411122	2412082	2245	Protease HtpX	http://purl.uniprot.org/uniprot/A0A157WNS9
GCF-003052005-protein10704.fasta	GCF_003052005	NZ_CP028584.2	4676679	4677306	10704	Probable NAD(P)H dehydrogenase	http://purl.uniprot.org/uniprot/Q9I4B3
GCF-002205375-protein8545.fasta	GCF_002205375	NZ_CP022002.1	2180925	2181132	8545	AlpA family phage regulatory protein	http://purl.uniprot.org/uniparc/UPI00053F1B8E
GCF-001594325-protein5651.fasta	GCF_001594325	NZ_CP008858.2	6135888	6136704	5651	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3S4NB70
GCF-001792855-protein5950.fasta	GCF_001792855	NZ_CP015002.1	6450656	6452444	5950	DUF927 domain-containing protein	http://purl.uniprot.org/uniprot/A0A0G5UUL8
GCF-002968695-protein9599.fasta	GCF_002968695	NZ_CP027174.1	3231059	3233669	9599	glycosyltransferase	http://purl.uniprot.org/uniparc/UPI00053D8B61
GCF-001750705-protein1052.fasta	GCF_001750705	NZ_CP017353.1	1076883	1077162	1052		
GCF-003073895-protein12164.fasta	GCF_003073895	NZ_CP029097.1	5920733	5921447	12164	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4Y7VGW7
GCF-000829885-protein8842.fasta	GCF_000829885	NZ_CP010555.1	2815796	2817110	8842	MFS transporter	http://purl.uniprot.org/uniprot/A0A2V2TNP0
GCF-000473745-protein10039.fasta	GCF_000473745	NZ_CP008739.1	4774623	4776537	10039	Cation acetate symporter	http://purl.uniprot.org/uniprot/A0A2V2TNM5
GCF-003073735-protein8770.fasta	GCF_003073735	NZ_CP029088.1	2898955	2899855	8770	Phosphoribosylpyrophosphate synthetase	http://purl.uniprot.org/uniprot/A0A2S5GTB8
GCF-900095805-protein8193.fasta	GCF_900095805	NZ_LT608330.1	2705882	2706740	8193	RepA replication protein	http://purl.uniprot.org/uniprot/A0A3M8QFV1
GCF-002968755-protein1226.fasta	GCF_002968755	NZ_CP027169.1	1376062	1377367	1226	Paar motif family	http://purl.uniprot.org/uniprot/A6UXM8
GCF-003028335-protein617.fasta	GCF_003028335	NZ_CP028162.1	669645	670353	617	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0001E9E673
GCF-002968695-protein8231.fasta	GCF_002968695	NZ_CP027174.1	1708721	1709402	8231	Hydrolase	http://purl.uniprot.org/uniprot/A0A424ZZ28
GCF-000568855-protein8237.fasta	GCF_000568855	NZ_CP020659.1	2485156	2485804	8237	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3E1ULC3
GCF-003028335-protein4060.fasta	GCF_003028335	NZ_CP028162.1	4423141	4424257	4060	2-aminoethylphosphonate--pyruvate transaminase	http://purl.uniprot.org/uniprot/A0A157WT14
GCF-001900195-protein9749.fasta	GCF_001900195	NZ_CP013477.1	4245679	4246468	9749	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A157VZA1
GCF-001516265-protein162.fasta	GCF_001516265	NZ_CP008857.1	146675	147698	162	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A241XQB4
GCF-000473745-protein10380.fasta	GCF_000473745	NZ_CP008739.1	5155435	5158660	10380		
GCF-001516105-protein3850.fasta	GCF_001516105	NZ_CP008868.1	4192967	4194035	3850	tyrosine-type recombinase/integrase	http://purl.uniprot.org/uniparc/UPI000577B00B
GCF-003060845-protein4823.fasta	GCF_003060845	NZ_CP028917.1	5245400	5245973	4823	Isochorismatase domain-containing protein	http://purl.uniprot.org/uniprot/Q9HZE2
GCF-000017205-protein10713.fasta	GCF_000017205	NC_009656.1	5222118	5222733	10713	Superoxide dismutase	http://purl.uniprot.org/uniprot/A0A3S0IXA3
GCF-001792835-protein8909.fasta	GCF_001792835	NZ_CP015001.1	2670586	2671015	8909	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0N9ZY87
GCF-000359505-protein7389.fasta	GCF_000359505	NC_020912.1	1270401	1271280	7389	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00049F7E8E
GCF-002968955-protein11216.fasta	GCF_002968955	NZ_CP027166.1	5625925	5626168	11216	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002F1A399
GCF-003429205-protein10331.fasta	GCF_003429205	NZ_CP031660.1	4748768	4749815	10331	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000E35DD55
GCF-000017205-protein6848.fasta	GCF_000017205	NC_009656.1	1010362	1011751	6848	Putative aminotransferase	http://purl.uniprot.org/uniprot/A6V012
GCF-000017205-protein9442.fasta	GCF_000017205	NC_009656.1	3881479	3882175	9442	HTH cro/C1-type domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BI25
GCF-000568855-protein8253.fasta	GCF_000568855	NZ_CP020659.1	2499372	2499774	8253		
GCF-000017205-protein10546.fasta	GCF_000017205	NC_009656.1	5066053	5067544	10546	Amidase family protein	http://purl.uniprot.org/uniprot/A6VB13
GCF-003288435-protein4623.fasta	GCF_003288435	NZ_CP030327.1	5057198	5058332	4623	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B95F67
GCF-000473745-protein8051.fasta	GCF_000473745	NZ_CP008739.1	2488580	2489570	8051	4-hydroxyproline epimerase	http://purl.uniprot.org/uniparc/UPI00065D1425
GCF-001516005-protein7277.fasta	GCF_001516005	NZ_CP008867.1	1168316	1168910	7277	Phosphoheptose isomerase	http://purl.uniprot.org/uniprot/Q02H15
GCF-002997005-protein2178.fasta	GCF_002997005	NZ_CP027538.1	2336363	2337059	2178	Putative minor tail protein L	http://purl.uniprot.org/uniprot/A0A0H2ZKN1
GCF-001547955-protein6554.fasta	GCF_001547955	NZ_AP014651.1	342344	343352	6554		
GCF-001729505-protein6100.fasta	GCF_001729505	NZ_CP017149.1	89623	90352	6100	Serine/threonine-protein phosphatase	http://purl.uniprot.org/uniprot/A0A2V2T9I7
GCF-000829255-protein10299.fasta	GCF_000829255	NZ_AP014646.1	4664543	4666994	10299	Phage tail tape measure protein	http://purl.uniprot.org/uniprot/A0A4U0JJ63
GCF-002968695-protein7627.fasta	GCF_002968695	NZ_CP027174.1	1032109	1033033	7627	transaldolase	http://purl.uniprot.org/uniparc/UPI0002B56292
GCF-001516165-protein8395.fasta	GCF_001516165	NZ_CP008869.2	2603698	2605120	8395	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000451CBAB
GCF-000473745-protein11065.fasta	GCF_000473745	NZ_CP008739.1	5904784	5905318	11065	DNA-binding protein	http://purl.uniprot.org/uniprot/A0A241XJY4
GCF-003369775-protein3044.fasta	GCF_003369775	NZ_CP030910.1	3306379	3308050	3044	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00071B7DE0
GCF-002968515-protein4933.fasta	GCF_002968515	NZ_CP027165.1	5454634	5455993	4933	Putative porin	http://purl.uniprot.org/uniprot/V6A833
GCF-003369735-protein611.fasta	GCF_003369735	NZ_CP030913.1	659195	659906	611	Tail fiber assembly protein, putative	http://purl.uniprot.org/uniprot/A6UZ44
GCF-002208645-protein4270.fasta	GCF_002208645	NZ_CP022001.1	4670046	4671084	4270	LLM class oxidoreductase	http://purl.uniprot.org/uniparc/UPI000B502C19
GCF-002104595-protein9682.fasta	GCF_002104595	NZ_CP020704.1	3467642	3468836	9682	Metallohydrolase	http://purl.uniprot.org/uniprot/A0A1F4MTW5
GCF-002968695-protein9102.fasta	GCF_002968695	NZ_CP027174.1	2696746	2697154	9102	GPW_gp25 domain-containing protein	http://purl.uniprot.org/uniprot/Q9I366
GCF-001516105-protein3873.fasta	GCF_001516105	NZ_CP008868.1	4210605	4210827	3873	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0J3A3
GCF-002753655-protein1561.fasta	GCF_002753655	NZ_CP024477.1	1707675	1708113	1561	PsiE family protein	http://purl.uniprot.org/uniparc/UPI00053F1723
GCF-003429205-protein9293.fasta	GCF_003429205	NZ_CP031660.1	3645722	3646619	9293	2-dehydropantoate 2-reductase	http://purl.uniprot.org/uniprot/A0A095V6X9
GCF-001792855-protein2661.fasta	GCF_001792855	NZ_CP015002.1	2840164	2841325	2661	polymerase	http://purl.uniprot.org/uniparc/UPI00044BA083
GCF-001293085-protein11219.fasta	GCF_001293085	NZ_CP012679.1	5961871	5963404	11219	histidine ammonia-lyase	http://purl.uniprot.org/uniparc/UPI0003E775D4
GCF-002812865-protein11282.fasta	GCF_002812865	NZ_CP025051.1	5611336	5612626	11282	phosphoribosylamine--glycine ligase	http://purl.uniprot.org/uniparc/UPI0003B9AEF7
GCF-003052005-protein11532.fasta	GCF_003052005	NZ_CP028584.2	5558153	5559461	11532	NADH dehydrogenase	http://purl.uniprot.org/uniprot/A0A0H2ZGZ6
GCF-003028335-protein4946.fasta	GCF_003028335	NZ_CP028162.1	5347082	5347454	4946	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0M7BLT5
GCF-002968755-protein1812.fasta	GCF_002968755	NZ_CP027169.1	2012072	2012444	1812	30S ribosomal protein S12	http://purl.uniprot.org/uniprot/A6UZI3
GCF-001729505-protein7971.fasta	GCF_001729505	NZ_CP017149.1	2130168	2130975	7971	MOSC domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZD90
GCF-003288355-protein7743.fasta	GCF_003288355	NZ_CP030328.1	2173636	2176357	7743	N-6 DNA methylase	http://purl.uniprot.org/uniparc/UPI000DCAB608
GCF-003073895-protein10723.fasta	GCF_003073895	NZ_CP029097.1	4379558	4380395	10723		
GCF-001077475-protein2208.fasta	GCF_001077475	NZ_CP012066.1	2425804	2427037	2208	Amino acid permease	http://purl.uniprot.org/uniprot/A0A2V2TUT3
GCF-003073615-protein11907.fasta	GCF_003073615	NZ_CP029089.1	6187579	6188233	11907	Molecular chaperone GroEL	http://purl.uniprot.org/uniprot/A0A411JFY5
GCF-003028335-protein3787.fasta	GCF_003028335	NZ_CP028162.1	4126451	4126688	3787	Putative lipoprotein	http://purl.uniprot.org/uniprot/A0A3S4PEQ4
GCF-003288355-protein11367.fasta	GCF_003288355	NZ_CP030328.1	6053343	6054324	11367	tyrosine-type recombinase/integrase	http://purl.uniprot.org/uniparc/UPI0008FB5BE2
GCF-001547955-protein7249.fasta	GCF_001547955	NZ_AP014651.1	1058259	1058634	7249	Putative membrane protein	http://purl.uniprot.org/uniprot/A0A2R3IS06
GCF-002968695-protein12514.fasta	GCF_002968695	NZ_CP027174.1	6430657	6431953	12514	OprD family porin	http://purl.uniprot.org/uniparc/UPI0002B56CFD
GCF-000816985-protein714.fasta	GCF_000816985	NZ_CP007399.1	758265	759630	714	type III glutamate--ammonia ligase	http://purl.uniprot.org/uniparc/UPI000585F529
GCF-002085755-protein2650.fasta	GCF_002085755	NZ_CP020603.1	2800680	2801007	2650	phage holin, lambda family	http://purl.uniprot.org/uniparc/UPI00044CCCDE
GCF-003319235-protein11073.fasta	GCF_003319235	NZ_CP030861.1	5293406	5293799	11073	Conjugal transfer protein TrbC	http://purl.uniprot.org/uniprot/A0A2J0UPZ2
GCF-000271365-protein1297.fasta	GCF_000271365	NC_018080.1	1404457	1405381	1297	MmsAB operon regulatory protein	http://purl.uniprot.org/uniprot/P28809
GCF-000981825-protein4565.fasta	GCF_000981825	NZ_CP011317.1	4871713	4872586	4565	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TQT1
GCF-003073795-protein3861.fasta	GCF_003073795	NZ_CP029090.1	4135652	4136399	3861	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A241XSI2
GCF-002968515-protein4054.fasta	GCF_002968515	NZ_CP027165.1	4460850	4463820	4054	TonB-dependent receptor	http://purl.uniprot.org/uniparc/UPI00053E4F31
GCF-002997005-protein1174.fasta	GCF_002997005	NZ_CP027538.1	1240519	1240987	1174	N-acetyltransferase domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BNK6
GCF-001729505-protein9698.fasta	GCF_001729505	NZ_CP017149.1	4053481	4055047	9698	Putative lysine decarboxylase	http://purl.uniprot.org/uniprot/A0A4U9RAN4
GCF-001792835-protein9421.fasta	GCF_001792835	NZ_CP015001.1	3283228	3283486	9421	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4Y7UVL7
GCF-002287725-protein8631.fasta	GCF_002287725	NZ_CP023316.1	2500624	2501182	8631	DUF4065 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0003B9C35E
GCF-002968955-protein7934.fasta	GCF_002968955	NZ_CP027166.1	2065210	2065450	7934	RHH_6 domain-containing protein	http://purl.uniprot.org/uniprot/W6R268
GCF-003369775-protein1133.fasta	GCF_003369775	NZ_CP030910.1	1221508	1221811	1133	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A425A7Z8
GCF-001516165-protein9002.fasta	GCF_001516165	NZ_CP008869.2	3384278	3385052	9002	tyrosine-type recombinase/integrase	http://purl.uniprot.org/uniparc/UPI0003E774F7
GCF-002968955-protein6739.fasta	GCF_002968955	NZ_CP027166.1	781329	781752	6739	Predicted enzyme related to lactoylglutathione lyase	http://purl.uniprot.org/uniprot/A0A157VST3
GCF-000017205-protein7909.fasta	GCF_000017205	NC_009656.1	2173171	2173777	7909	Transporter, LysE family	http://purl.uniprot.org/uniprot/A6V356
GCF-003052005-protein11251.fasta	GCF_003052005	NZ_CP028584.2	5246114	5247227	11251	PBP_domain domain-containing protein	http://purl.uniprot.org/uniprot/Q9I5N7
GCF-900243355-protein4235.fasta	GCF_900243355	NZ_LT969520.1	4588501	4590289	4235	Cell wall-associated protease	http://purl.uniprot.org/uniprot/A0A2K4XW28
GCF-002946935-protein9020.fasta	GCF_002946935	NZ_CP026680.1	3119827	3121009	9020	NnrS family protein	http://purl.uniprot.org/uniparc/UPI00071BCBE1
GCF-003028335-protein2226.fasta	GCF_003028335	NZ_CP028162.1	2391129	2391585	2226	MarR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2U107
GCF-003369755-protein9416.fasta	GCF_003369755	NZ_CP030912.1	3459335	3459641	9416		
GCF-001516185-protein4731.fasta	GCF_001516185	NZ_CP008870.2	5159257	5160040	4731	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485HNZ7
GCF-002946935-protein10262.fasta	GCF_002946935	NZ_CP026680.1	4443422	4445279	10262	Pyocin-S1	http://purl.uniprot.org/uniprot/A0A335NYU7
GCF-002968695-protein7067.fasta	GCF_002968695	NZ_CP027174.1	446408	447263	7067	AraC family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TRS8
GCF-002208645-protein6292.fasta	GCF_002208645	NZ_CP022001.1	6828271	6829447	6292	restriction endonuclease subunit S	http://purl.uniprot.org/uniparc/UPI0005B86723
GCF-002968695-protein12293.fasta	GCF_002968695	NZ_CP027174.1	6193413	6194718	12293	FAD-binding FR-type domain-containing protein	http://purl.uniprot.org/uniprot/Q9I5Z1
GCF-003319235-protein7247.fasta	GCF_003319235	NZ_CP030861.1	1189140	1189395	7247	Arc family DNA-binding protein	http://purl.uniprot.org/uniparc/UPI0003B9CA4F
GCF-002442855-protein6822.fasta	GCF_002442855	NZ_CP017306.1	507465	507990	6822	ATP-dependent zinc protease	http://purl.uniprot.org/uniprot/A0A2V2TSZ3
GCF-002968695-protein9501.fasta	GCF_002968695	NZ_CP027174.1	3122972	3123839	9501	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A4V8DP36
GCF-003369775-protein1103.fasta	GCF_003369775	NZ_CP030910.1	1194902	1195586	1103	DsbA family protein	http://purl.uniprot.org/uniprot/A0A444LWP0
GCF-002753655-protein4450.fasta	GCF_002753655	NZ_CP024477.1	4894786	4896079	4450	Putative bacteriophage Pf1 coat protein A	http://purl.uniprot.org/uniprot/A0A485GI25
GCF-001077475-protein4071.fasta	GCF_001077475	NZ_CP012066.1	4523161	4523800	4071	SDR family oxidoreductase	http://purl.uniprot.org/uniparc/UPI00066A5BE6
GCF-002192495-protein3880.fasta	GCF_002192495	NZ_CP021775.1	4219326	4220097	3880		
GCF-000508765-protein5065.fasta	GCF_000508765	NC_023066.1	5505944	5506862	5065	TIGR01777 family protein	http://purl.uniprot.org/uniprot/A0A2V2TUX8
GCF-002215345-protein11711.fasta	GCF_002215345	NZ_CP017293.1	5327042	5328095	11711	Alkene reductase	http://purl.uniprot.org/uniprot/A0A1F0IM46
GCF-001618925-protein2867.fasta	GCF_001618925	NZ_CP015117.1	3111059	3111461	2867	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485I7T5
GCF-000504045-protein10214.fasta	GCF_000504045	NC_023019.1	4851555	4851921	10214	DUF3742 family protein	http://purl.uniprot.org/uniprot/A0A4V8DP97
GCF-003060845-protein4271.fasta	GCF_003060845	NZ_CP028917.1	4686764	4687208	4271	Transmembrane pair domain-containing protein	http://purl.uniprot.org/uniprot/A0A157W7T4
GCF-000508765-protein3970.fasta	GCF_000508765	NC_023066.1	4302845	4303262	3970	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00093D56A2
GCF-002968695-protein12821.fasta	GCF_002968695	NZ_CP027174.1	6766596	6767871	12821	sodium:proton antiporter	http://purl.uniprot.org/uniparc/UPI0002B56822
GCF-001547955-protein6333.fasta	GCF_001547955	NZ_AP014651.1	98303	100349	6333	Oligopeptidase A	http://purl.uniprot.org/uniprot/A0A2V2T7J9
GCF-002442855-protein7678.fasta	GCF_002442855	NZ_CP017306.1	1424395	1425532	7678	Lipid-A-disaccharide synthase	http://purl.uniprot.org/uniprot/A0A2V2TEE3
GCF-002968695-protein7079.fasta	GCF_002968695	NZ_CP027174.1	458113	458593	7079	sel1 repeat family protein	http://purl.uniprot.org/uniparc/UPI00053E8092
GCF-002287725-protein11649.fasta	GCF_002287725	NZ_CP023316.1	5833621	5834359	11649	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053E976B
GCF-003028335-protein3304.fasta	GCF_003028335	NZ_CP028162.1	3625329	3626082	3304	Pyrroloquinoline-quinone synthase	http://purl.uniprot.org/uniprot/B7VAB8
GCF-002968755-protein2750.fasta	GCF_002968755	NZ_CP027169.1	3044338	3044794	2750	Usp domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BTX9
GCF-000473745-protein10173.fasta	GCF_000473745	NZ_CP008739.1	4932211	4932889	10173		
GCF-003571805-protein1476.fasta	GCF_003571805	NZ_CP032257.1	1581693	1582425	1476	Zeta toxin	http://purl.uniprot.org/uniparc/UPI000E5C710D
GCF-002205375-protein12526.fasta	GCF_002205375	NZ_CP022002.1	6430559	6433058	12526		
GCF-002968695-protein8615.fasta	GCF_002968695	NZ_CP027174.1	2156309	2157674	8615	sodium:proton antiporter	http://purl.uniprot.org/uniparc/UPI0002CADAC3
GCF-001547955-protein8664.fasta	GCF_001547955	NZ_AP014651.1	2559052	2559565	8664	DM13 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2L0TUN5
